table_name,documentation
Biharsharif_smartcity_projectwise_progress_report,"Table : Biharsharif_smartcity_projectwise_progress_report
Purpose : Stores project-wise progress reports for Smart City initiatives in Biharsharif, including project costs, timelines, physical and financial progress, and remarks on project status for the year 2024-25.
Column Summary:
state_name : text : - Name of the state (Bihar).
district_name : text : - Name of the district (Biharsharif).
focus_area : text : - The specific sector or area of development the project falls under.
project_Name : text : - Name of the Smart City project.
project_cost_in_crore : text : - The estimated or actual cost of the project in crore rupees.
year : text : - The year for which the progress is being reported (2024-25).
project_start_date : text : - The date when the project officially commenced.
completion_date : text : - The planned or actual date of project completion.
physical_Progress_in_percentage : text : - Percentage of physical work completed for the project.
financial_progress_in_percentage : text : - Percentage of funds utilized for the project.
Remarks : text : - Any notes, observations, or status updates regarding the project."
Block_wise_enrollment_of_students_gender_class_wise_year_wise,"Table : Block_wise_enrollment_of_students_gender_class_wise_year_wise
Purpose : Stores block-wise student enrollment data, categorized by gender (boys, girls, transgender) and class (PP3, PP2, PP1, 1-12), on a yearly basis (2022-23 and 2023-24) sourced from the UDISE portal.
Column Summary:
state_name : varchar : - Name of the state.
sector_name : varchar : - Name of the sector.
source : varchar : - Source of the data, likely UDISE.
focus_area : varchar : - Focus area or department collecting the data.
year : varchar : - Year of the enrollment data (e.g., 2022-23, 2023-24).
district_name : varchar : - Name of the district.
block_name : varchar : - Name of the block.
school_name : text : - Name of the school.
school_type : int : - Type of school (e.g., government, private).
school_category : int : - Category of the school.
pre_primary_three_boys : int : - Number of boys enrolled in Pre-Primary class 3.
pre_primary_three_girls : int : - Number of girls enrolled in Pre-Primary class 3.
pre_primary_three_transgender : int : - Number of transgender students enrolled in Pre-Primary class 3.
pre_primary_three_total : int : - Total number of students enrolled in Pre-Primary class 3.
pre_primary_two_boys : int : - Number of boys enrolled in Pre-Primary class 2.
pre_primary_two_girls : int : - Number of girls enrolled in Pre-Primary class 2.
pre_primary_two_transgender : int : - Number of transgender students enrolled in Pre-Primary class 2.
pre_primary_two_total : int : - Total number of students enrolled in Pre-Primary class 2.
pre_primary_one_boys : int : - Number of boys enrolled in Pre-Primary class 1.
pre_primary_one_girls : int : - Number of girls enrolled in Pre-Primary class 1.
pre_primary_one_transgender : int : - Number of transgender students enrolled in Pre-Primary class 1.
pre_primary_one_total : int : - Total number of students enrolled in Pre-Primary class 1.
class_one_boys : int : - Number of boys enrolled in class 1.
class_one_girls : int : - Number of girls enrolled in class 1.
class_one_transgender : int : - Number of transgender students enrolled in class 1.
class_one_total : int : - Total number of students enrolled in class 1.
class_two_boys : int : - Number of boys enrolled in class 2.
class_two_girls : int : - Number of girls enrolled in class 2.
class_two_transgender : int : - Number of transgender students enrolled in class 2.
class_two_total : int : - Total number of students enrolled in class 2.
class_three_boys : int : - Number of boys enrolled in class 3.
class_three_girls : int : - Number of girls enrolled in class 3.
class_three_transgender : int : - Number of transgender students enrolled in class 3.
class_three_total : int : - Total number of students enrolled in class 3.
class_four_boys : int : - Number of boys enrolled in class 4.
class_four_girls : int : - Number of girls enrolled in class 4.
class_four_transgender : int : - Number of transgender students enrolled in class 4.
class_four_total : int : - Total number of students enrolled in class 4.
class_five_boys : int : - Number of boys enrolled in class 5.
class_five_girls : int : - Number of girls enrolled in class 5.
class_five_transgender : int : - Number of transgender students enrolled in class 5.
class_five_total : int : - Total number of students enrolled in class 5.
class_six_boys : int : - Number of boys enrolled in class 6.
class_six_girls : int : - Number of girls enrolled in class 6.
class_six_transgender : int : - Number of transgender students enrolled in class 6.
class_six_total : int : - Total number of students enrolled in class 6.
class_seven_boys : int : - Number of boys enrolled in class 7.
class_seven_girls : int : - Number of girls enrolled in class 7.
class_seven_transgender : int : - Number of transgender students enrolled in class 7.
class_seven_total : int : - Total number of students enrolled in class 7.
class_eight_boys : int : - Number of boys enrolled in class 8.
class_eight_girls : int : - Number of girls enrolled in class 8.
class_eight_transgender : int : - Number of transgender students enrolled in class 8.
class_eight_total : int : - Total number of students enrolled in class 8.
class_nine_boys : int : - Number of boys enrolled in class 9.
class_nine_girls : int : - Number of girls enrolled in class 9.
class_nine_transgender : int : - Number of transgender students enrolled in class 9.
class_nine_total : int : - Total number of students enrolled in class 9.
class_ten_boys : int : - Number of boys enrolled in class 10.
class_ten_girls : int : - Number of girls enrolled in class 10.
class_ten_transgender : int : - Number of transgender students enrolled in class 10.
class_ten_total : int : - Total number of students enrolled in class 10.
class_eleven_boys : int : - Number of boys enrolled in class 11.
class_eleven_girls : int : - Number of girls enrolled in class 11.
class_eleven_transgender : int : - Number of transgender students enrolled in class 11.
class_eleven_total : int : - Total number of students enrolled in class 11.
class_twelve_boys : int : - Number of boys enrolled in class 12.
class_twelve_girls : int : - Number of girls enrolled in class 12.
class_twelve_transgender : int : - Number of transgender students enrolled in class 12.
class_twelve_total : int : - Total number of students enrolled in class 12.
total_students : int : - Total number of students across all classes."
Cases_of_Land_dispute_in_bihar,"Table : Cases_of_Land_dispute_in_bihar
Purpose : Stores data regarding the number of land dispute cases filed in police stations across Bihar, categorized by dispute type.
Column Summary:
focus_area : text : - Indicates the department or area of focus for the data collection.
year : text : - The year in which the land dispute case was registered.
state_name : text : - The name of the state where the land dispute occurred (Bihar).
dispute_type : text : - The type or nature of the land dispute.
number_of_case : text : - The number of land dispute cases registered."
Civil_Seva_Protsahan_Yojna_for_bc_ebc_students,"Table : Civil_Seva_Protsahan_Yojna_for_bc_ebc_students
Purpose : Stores data about One Time Payment to BC and EBC Students completing UPSC PT/BPSC PT in Bihar state, tracking exam registrations, pass rates, and payment details.
Column Summary:
state_name : text : - Name of the state (Bihar in this case).
focus_area : text : - Department or sector focus related to the scheme.
scheme_name : text : - Name of the Civil Seva Protsahan Yojna scheme.
district_name : text : - Name of the district in Bihar.
year : text : - Year for which the data is recorded.
number_of_candidates : text : - Total number of candidates registered under the scheme.
number_of_candidates_cleared_upsc : text : - Number of candidates who cleared the UPSC exam.
number_of_candidates_cleared_bpsc : text : - Number of candidates who cleared the BPSC exam.
number_of_candidates_selected_for_upsc_amount : text : - Number of candidates selected for UPSC-related financial assistance.
number_of_candidates_selected_for_bpsc_amount : text : - Number of candidates selected for BPSC-related financial assistance.
number_of_upsc_payment_done : text : - Number of UPSC candidates for whom payment was completed.
number_of_bpsc_payment_done : text : - Number of BPSC candidates for whom payment was completed."
Civil_Seva_Protsahan_Yojna_for_female_students,"Table : Civil_Seva_Protsahan_Yojna_for_female_students
Purpose : Stores data related to the Civil Seva Protsahan Yojna scheme for female students, potentially including information on candidates, their success in UPSC/BPSC exams, and associated payments.
Column Summary:
state_name : text : - Name of the state where the scheme is being implemented.
focus_area : text : - The area of focus for the scheme (e.g., Social Welfare, Education).
scheme_name : text : - Name of the specific Civil Seva Protsahan Yojna scheme.
year : text : - Year for which the data is recorded.
district_name : text : - Name of the district to which the data pertains.
category_name : text : - Category of the female students (e.g., General, OBC, SC, ST).
gender_name : text : - Gender of the candidates, likely limited to ""Female"".
number_of_candidates : text : - Total number of female candidates under the scheme.
number_of_candidates_cleared_upsc : text : - Number of female candidates who cleared the UPSC exam.
number_of_candidates_cleared_bpsc : text : - Number of female candidates who cleared the BPSC exam.
number_of_candidates_selected_for_upsc_amount : text : - Number of candidates selected for the UPSC incentive amount.
number_of_candidates_selected_for_bpsc_amount : text : - Number of candidates selected for the BPSC incentive amount.
number_of_upsc_payment_done : text : - Number of UPSC incentive payments completed.
number_of_upsc_payment_not_done : text : - Number of UPSC incentive payments not completed.
number_of_bpsc_payment_done : text : - Number of BPSC incentive payments completed.
number_of_bpsc_payment_not_done : text : - Number of BPSC incentive payments not completed.
number_of_bpsc_paymeny_not_done : int : - Number of BPSC incentive payments not completed (likely a duplicate and potential typo of the previous column)."
District_wise_Digital_India_Land_Records_Modernization_Programme,"Table : District_wise_Digital_India_Land_Records_Modernization_Programme
Purpose : Stores data related to the progress of the Digital India Land Records Modernization Programme at the district level.
Column Summary:
scheme_name : text : - Name of the scheme, which is likely Digital India Land Records Modernization Programme.
state_name : text : - Name of the state where the program is being implemented.
district_name : text : - Name of the district.
year : text : - Year for which the data is recorded.
number_of_villages_computerization__land_records_completed : text : - Number of villages where computerization of land records has been completed.
number_of_computerized_sub_registrar_offices : text : - Number of sub-registrar offices that have been computerized.
number_of_digitized_mapsheets : text : - Number of map sheets that have been digitized.
number_of_sub_registrar_linked_with_land_records_system : text : - Number of sub-registrar offices linked with the land records system.
number_of_villages_with_mapping_linked_to_record_of_rights : text : - Number of villages where mapping is linked to the record of rights."
District_wise_Direct_Benefit_Transfer,"Table : District_wise_Direct_Benefit_Transfer
Purpose : Stores data related to Direct Benefit Transfer (DBT) schemes, including the number of beneficiaries, funds transferred, and transactions, organized by district, state, scheme, and year.
Column Summary:
scheme_name : text : - Name of the Direct Benefit Transfer scheme.
state_name : text : - Name of the state where the DBT scheme is implemented.
district_name : text : - Name of the district where the DBT scheme is being tracked.
year : text : - Year for which the DBT data is recorded.
authenticated_direct_benefit_transfer_beneficiaries_in_lakh : text : - Number of beneficiaries whose DBT was authenticated, measured in lakhs.
number_of_direct_benefit_transfer_beneficiaries_in_lakh : text : - Total number of DBT beneficiaries, measured in lakhs.
direct_benefit_transfer_fund_in_crore : text : - Amount of funds transferred through DBT, measured in crores.
unit : text : - Unit of measurement for the data, likely specifying currency or quantity.
number_of_direct_benefit_transfer_transactions_in_lakh : text : - Number of DBT transactions, measured in lakhs."
District_wise_Fertilizer_Stock_Supply,"Table : District_wise_Fertilizer_Stock_Supply
Purpose : Stores data on district-wise fertilizer stock and supply, including urea and non-urea fertilizers, potentially related to the Direct Benefit Transfer (DBT) scheme which aims to streamline subsidy distribution.
Column Summary:
scheme_name : text : - Name of the scheme under which the fertilizer distribution is managed, possibly related to DBT.
state_name : text : - Name of the state for which the fertilizer stock and supply data is recorded.
district_name : text : - Name of the district for which the fertilizer stock and supply data is recorded.
year : text : - Year for which the fertilizer stock and supply data is recorded.
quarter : text : - Quarter of the year for which the fertilizer stock and supply data is recorded.
stock_of_urea : text : - Amount of urea fertilizer in stock.
requirement_of_urea_fertilizer : text : - Amount of urea fertilizer required.
stock_of_non_urea_fertilizer : text : - Amount of non-urea fertilizer in stock.
requirement_of_non_urea_fertilizer : text : - Amount of non-urea fertilizer required.
supply_of_non_urea_fertilizer : text : - Amount of non-urea fertilizer supplied.
unit : text : - Unit of measurement for the fertilizer quantities (e.g., tonnes, kilograms).
supply _of_urea_fertilizer : int : - Amount of urea fertilizer supplied."
Horticulture_area_production_yearwise,"Table : Horticulture_area_production_yearwise
Purpose : Stores year-wise data about the area and production of various horticulture crops, categorized by sector, state, district, crop type, and crop name.
Column Summary:
sector_name : varchar : - Name of the horticulture sector.
state : varchar : - Name of the state where the horticulture data is recorded.
focus_area : varchar : - Specific area of focus within the horticulture sector.
district_name : varchar : - Name of the district where the horticulture activity is taking place.
crop_type : varchar : - Type or category of the horticulture crop.
crop_name : varchar : - Specific name of the horticulture crop.
year : int : - Year for which the area and production data is recorded.
crop_area_value : varchar : - Numerical value representing the area of the crop.
crop_area_value_unit : varchar : - Unit of measurement for the crop area value (e.g., hectares, acres).
crop_production_value : varchar : - Numerical value representing the production of the crop.
crop_production_value_unit : varchar : - Unit of measurement for the crop production value (e.g., tonnes, kilograms)."
Hostel_grant_scheme_SCST_district_category_gender_wise,"Table : Hostel_grant_scheme_SCST_district_category_gender_wise
Purpose : Stores data on the CM SC/ST Hostel Scholarship Scheme in Bihar, detailing beneficiaries' hostel, district, category, gender and the year of the grant.
Column Summary:
year : text : - Financial year for which the scholarship data is recorded.
district_name : text : - Name of the district where the beneficiary hostel is located.
beneficiary_hostel_name : text : - Name of the hostel where the beneficiary resides.
scheme_name : text : - Name of the scholarship scheme (CM SC/ST Hostel Scholarship Scheme).
beneficiary_gender : text : - Gender of the beneficiary (Male or Female).
beneficiary_category : text : - Category of the beneficiary.
focus_area : text : - Department or sector under which the data has been collected and stored."
JJHM_Scheme_structure_and_amount_allotment,"Table : JJHM_Scheme_structure_and_amount_allotment
Purpose : Stores data related to the structure and amount allotment for various schemes under the JJHM program, including details on project type, location, financial information, and responsible department.
Column Summary:
focus_area : text : - Type of project or scheme being implemented (e.g., MGREGA Plantation, Waterbodies).
state_name : text : - Name of the state where the scheme is being implemented.
year : text : - Year in which the scheme was implemented or the data was recorded.
department_name : text : - Name of the department responsible for executing the scheme.
type_of_structure : text : - Type of physical structure created or maintained under the scheme (e.g., Solar Panel, Rainwater Harvesting System).
measurement_of_structure : text : - Dimensions or specifications of the structure.
district_name : text : - Name of the district where the structure is located.
block_name : text : - Name of the block where the structure is located.
panchyat_name : text : - Name of the panchayat where the structure is located.
area_type : text : - Type of area where the structure is located (Rural or Urban).
villageCode : text : - Code of the village where the structure is located.
village_name : text : - Name of the village where the structure is located.
estimated_Amount : text : - Estimated cost of the project or structure.
final_amount : text : - Final or actual cost of the project or structure.
activity_name : text : - Name of the specific activity undertaken within the scheme."
